,ACAO_ABCB4,ACAO_ABEV3,ACAO_AGRO3,ACAO_ALPA4,ACAO_AMAR3,ACAO_AXIA3,ACAO_AXIA6,ACAO_B3SA3,ACAO_BBAS3,ACAO_BBDC3,ACAO_BBDC4,ACAO_BEEF3,ACAO_BRAP4,ACAO_BRKM5,ACAO_BRSR6,ACAO_CGAS5,ACAO_CLSC4,ACAO_CMIG3,ACAO_CMIG4,ACAO_COCE5,ACAO_CPFE3,ACAO_CPLE3,ACAO_CSAN3,ACAO_CSMG3,ACAO_CSNA3,ACAO_CSUD3,ACAO_CYRE3,ACAO_DXCO3,ACAO_EGIE3,ACAO_EMBJ3,ACAO_ENEV3,ACAO_EQTL3,ACAO_EUCA4,ACAO_EVEN3,ACAO_EZTC3,ACAO_FESA4,ACAO_FHER3,ACAO_FLRY3,ACAO_GFSA3,ACAO_GGBR3,ACAO_GGBR4,ACAO_GOAU4,ACAO_GRND3,ACAO_HAGA4,ACAO_HBOR3,ACAO_HYPE3,ACAO_INEP4,ACAO_ISAE4,ACAO_ITSA3,ACAO_ITSA4,ACAO_ITUB3,ACAO_ITUB4,ACAO_JHSF3,ACAO_KEPL3,ACAO_KLBN4,ACAO_LAND3,ACAO_LOGN3,ACAO_LPSB3,ACAO_LREN3,ACAO_MBRF3,ACAO_MDIA3,ACAO_MOTV3,ACAO_MRVE3,ACAO_MULT3,ACAO_MYPK3,ACAO_NATU3,ACAO_ODPV3,ACAO_PETR3,ACAO_PETR4,ACAO_PFRM3,ACAO_PINE4,ACAO_POMO4,ACAO_POSI3,ACAO_PSSA3,ACAO_RADL3,ACAO_RAPT4,ACAO_RDNI3,ACAO_RENT3,ACAO_RIAA3,ACAO_ROMI3,ACAO_SANB11,ACAO_SANB4,ACAO_SBSP3,ACAO_SCAR3,ACAO_SLCE3,ACAO_SMTO3,ACAO_TASA4,ACAO_TCSA3,ACAO_TELB4,ACAO_TGMA3,ACAO_TIMS3,ACAO_TOTS3,ACAO_TPIS3,ACAO_TRIS3,ACAO_UNIP6,ACAO_USIM3,ACAO_USIM5,ACAO_VALE3,ACAO_VIVT3,ACAO_VLID3,ACAO_WEGE3,ACAO_YDUQ3
ACAO_PETR4,0.0422924599,0.0265270402,0.0152449260,0.0336301581,0.0413055713,0.0649089675,0.0540220216,0.0595920617,0.0737678444,0.0591543362,0.0619006406,0.0266592401,0.0613219652,0.0482658578,0.0537387497,0.0152822740,0.0211582203,0.0451454258,0.0522962082,0.0191938480,0.0312235483,0.0409012057,0.0555074770,0.0335379306,0.0837257382,0.0334894833,0.0580925487,0.0520182369,0.0253926900,0.0296067889,0.0270415836,0.0280191343,0.0280200320,0.0567271971,0.0495137106,0.0372316564,0.0342822063,0.0264476474,0.0626654351,0.0587424686,0.0665765123,0.0708864659,0.0273030758,0.0246817767,0.0550819246,0.0350009244,0.0286995073,0.0217060003,0.0421463840,0.0556428817,0.0490755862,0.0578745718,0.0531112336,0.0282039250,0.0251499670,0.0290354300,0.0386571311,0.0464210189,0.0497351248,0.0448673357,0.0263739063,0.0475166748,0.0564130576,0.0430162589,0.0436807057,0.0414415107,0.0213691934,0.1441354863,0.1483265979,0.0296397252,0.0272033013,0.0433450894,0.0496465480,0.0276369781,0.0241746537,0.0528604502,0.0230627947,0.0490497674,0.0384790253,0.0303247125,0.0532640226,0.0446368516,0.0441705704,0.0213054400,0.0215461424,0.0331588370,0.0304095188,0.0515155949,0.0318039370,0.0443122341,0.0348952233,0.0287623035,0.0319015037,0.0321819506,0.0338350910,0.0561656250,0.0771899708,0.0588911723,0.0245747393,0.0320220047,0.0273116339,0.0490908183
ACAO_PFRM3,0.0253043660,0.0138875849,0.0134516622,0.0248666883,0.0367805789,0.0305501021,0.0275079199,0.0289115509,0.0260565471,0.0250671485,0.0251007000,0.0131503172,0.0229721497,0.0254909058,0.0267521061,0.0073163685,0.0158779028,0.0267601578,0.0276480052,0.0145123180,0.0138725247,0.0220912299,0.0272821384,0.0233342812,0.0393834320,0.0250201529,0.0391092118,0.0296144906,0.0147349685,0.0172780144,0.0236915821,0.0197425409,0.0191550099,0.0407298711,0.0361101331,0.0241437533,0.0274626376,0.0227899603,0.0449664895,0.0253834928,0.0266953231,0.0290036427,0.0231865961,0.0205008001,0.0473267179,0.0204610056,0.0230782893,0.0130662092,0.0195959385,0.0234402951,0.0216787681,0.0231101738,0.0370902926,0.0203090802,0.0131005837,0.0167100325,0.0296164880,0.0353512592,0.0317836341,0.0187503307,0.0177148305,0.0238357082,0.0385978227,0.0257789964,0.0266943655,0.0257273979,0.0178212831,0.0299116823,0.0296397252,0.1408913037,0.0221068058,0.0247673170,0.0353856647,0.0163540014,0.0150819072,0.0344539943,0.0200080024,0.0311765018,0.0392997335,0.0272837194,0.0235222651,0.0216796684,0.0245289874,0.0183917122,0.0136588309,0.0174000092,0.0232632963,0.0338044910,0.0125584000,0.0294888465,0.0173337301,0.0234718667,0.0270956487,0.0357372479,0.0201585353,0.0308552507,0.0376485255,0.0192887589,0.0147101242,0.0251616328,0.0145542114,0.0323208926
ACAO_PINE4,0.0223493728,0.0135003405,0.0130276150,0.0233214172,0.0331491055,0.0270318526,0.0236636050,0.0272616006,0.0255999444,0.0226482138,0.0239732416,0.0188285433,0.0200561605,0.0237026690,0.0226414824,0.0105630548,0.0105460508,0.0203069028,0.0213218692,0.0139593062,0.0153034602,0.0161837416,0.0242032324,0.0191574922,0.0309738031,0.0240886812,0.0314700929,0.0295676397,0.0127750168,0.0197850302,0.0191176546,0.0155305431,0.0175503813,0.0353513499,0.0310146941,0.0195095915,0.0211618137,0.0161691041,0.0357668637,0.0243175942,0.0256768094,0.0271700310,0.0211822834,0.0206166171,0.0422004845,0.0166964359,0.0199855381,0.0104448742,0.0186405268,0.0212838289,0.0198316402,0.0220242175,0.0353421208,0.0166889117,0.0127782521,0.0177988314,0.0268354287,0.0265459244,0.0285623845,0.0214303491,0.0154892333,0.0219748690,0.0346601769,0.0212939125,0.0246478628,0.0245852064,0.0113033702,0.0266372061,0.0272033013,0.0221068058,0.1408432589,0.0265826790,0.0326202706,0.0146574835,0.0135008899,0.0273165533,0.0178561979,0.0255816181,0.0353635691,0.0214200332,0.0218416147,0.0197133499,0.0195207222,0.0132290230,0.0105610041,0.0190565879,0.0237048823,0.0378382677,0.0184748196,0.0266113506,0.0147327711,0.0209875050,0.0282926043,0.0285460152,0.0215861967,0.0257343692,0.0316574786,0.0194712154,0.0104088824,0.0223880269,0.0131075381,0.0288811288
ACAO_POMO4,0.0377936293,0.0243262359,0.0144732539,0.0362485113,0.0514098967,0.0450846864,0.0391390756,0.0479500512,0.0462506087,0.0431887839,0.0432455728,0.0202281463,0.0276240963,0.0357191217,0.0447043257,0.0137548080,0.0164161301,0.0381498645,0.0405008766,0.0170434563,0.0280825153,0.0338488613,0.0407024548,0.0326811715,0.0476840034,0.0326865033,0.0609799041,0.0503810103,0.0221570611,0.0262952987,0.0291582432,0.0269988735,0.0292504592,0.0590877548,0.0550790317,0.0310847605,0.0353147989,0.0297434118,0.0595140184,0.0342938686,0.0390217927,0.0406198665,0.0332071291,0.0242481688,0.0586436464,0.0318743420,0.0253186818,0.0201749983,0.0314914795,0.0405635601,0.0362291595,0.0410110445,0.0508552290,0.0238408671,0.0188527577,0.0242801715,0.0403423252,0.0487573855,0.0536334980,0.0313561528,0.0297098286,0.0418491767,0.0612732222,0.0428473829,0.0540979338,0.0400575125,0.0259783605,0.0422706676,0.0433450894,0.0247673170,0.0265826790,0.1476706656,0.0496905292,0.0259606721,0.0268066884,0.0683667748,0.0234732760,0.0485276965,0.0519300497,0.0377364802,0.0373614829,0.0306217435,0.0351061577,0.0184354848,0.0204826960,0.0248720227,0.0272090669,0.0517096111,0.0252976418,0.0469134937,0.0286308590,0.0332238837,0.0368560490,0.0438292394,0.0259901789,0.0393286267,0.0503159809,0.0239536260,0.0189889345,0.0386958740,0.0267670594,0.0535714471
ACAO_POSI3,0.0394395151,0.0253782372,0.0215194608,0.0441892419,0.0670942650,0.0506406320,0.0441446203,0.0539886735,0.0487093543,0.0404835456,0.0445269302,0.0313922860,0.0312163252,0.0426713488,0.0446118536,0.0164710675,0.0204880218,0.0401799029,0.0431479789,0.0190483738,0.0253976492,0.0311315913,0.0490270416,0.0318475219,0.0546460136,0.0470114952,0.0696513615,0.0583761911,0.0208297081,0.0354722999,0.0371714617,0.0291273384,0.0396405535,0.0645009171,0.0671874023,0.0394809765,0.0377552518,0.0334259518,0.0758952742,0.0418573656,0.0421224794,0.0472220319,0.0374963694,0.0356927104,0.0772988905,0.0348478576,0.0420510244,0.0218487499,0.0324051036,0.0413378482,0.0380960107,0.0413297069,0.0668627875,0.0334869184,0.0210229271,0.0295560257,0.0462682753,0.0595648505,0.0603848531,0.0399566669,0.0292453163,0.0428295848,0.0706785721,0.0457612326,0.0438442077,0.0426427321,0.0218826404,0.0473782413,0.0496465480,0.0353856647,0.0326202706,0.0496905292,0.2323027396,0.0280887829,0.0269890366,0.0548183255,0.0270363506,0.0512993522,0.0682286029,0.0501431615,0.0416387990,0.0381606067,0.0363926179,0.0223938103,0.0263950264,0.0324814517,0.0385529873,0.0716855761,0.0307611847,0.0502886561,0.0321710353,0.0392295545,0.0477560532,0.0609096441,0.0371334219,0.0477211313,0.0590095697,0.0268793237,0.0201547000,0.0420055431,0.0230781358,0.0572051135
ACAO_PSSA3,0.0217461983,0.0176344379,0.0090635666,0.0242649888,0.0323279914,0.0318856966,0.0267562769,0.0331351455,0.0334854079,0.0307968849,0.0316095908,0.0124910577,0.0184507705,0.0206891987,0.0333921834,0.0075923364,0.0114942924,0.0247635964,0.0264924421,0.0107601006,0.0190020382,0.0229286639,0.0246227516,0.0198190153,0.0281680253,0.0194536864,0.0343158692,0.0293878644,0.0160187514,0.0194860027,0.0223172826,0.0174516844,0.0155029210,0.0339998771,0.0343287509,0.0166100100,0.0207531796,0.0173650203,0.0322495382,0.0223663516,0.0242358975,0.0247789038,0.0202701827,0.0091516020,0.0325149668,0.0247676443,0.0149310695,0.0135896557,0.0217708220,0.0297886003,0.0269091371,0.0302400161,0.0277379245,0.0138196048,0.0136944350,0.0144007592,0.0188873096,0.0313370365,0.0339086446,0.0169358000,0.0183196992,0.0265920464,0.0373916742,0.0276830057,0.0256025325,0.0245834436,0.0169219629,0.0272509101,0.0276369781,0.0163540014,0.0146574835,0.0259606721,0.0280887829,0.0766458809,0.0178244080,0.0304458947,0.0178290929,0.0315390768,0.0303902140,0.0187060741,0.0288865828,0.0273337506,0.0259743855,0.0116232390,0.0114409352,0.0169961654,0.0142693445,0.0329571600,0.0110149740,0.0262476603,0.0208518501,0.0230758296,0.0201560568,0.0250918513,0.0143751432,0.0231065378,0.0277030377,0.0156166084,0.0153948397,0.0224709882,0.0190375992,0.0337648040
ACAO_RADL3,0.0218019862,0.0214692149,0.0097907787,0.0274504578,0.0323933633,0.0296868874,0.0270654743,0.0349250423,0.0278129439,0.0279033815,0.0276847898,0.0171539525,0.0172303684,0.0197396395,0.0274733140,0.0070618624,0.0113447381,0.0211357010,0.0254373020,0.0103298542,0.0188801659,0.0235323878,0.0317061392,0.0222624431,0.0276796656,0.0168462413,0.0355549635,0.0279079295,0.0181951159,0.0149564995,0.0215466178,0.0206310535,0.0122673202,0.0322447539,0.0363305824,0.0186435765,0.0168056175,0.0227673648,0.0346864657,0.0204956258,0.0210654994,0.0219545104,0.0219739195,0.0165325258,0.0350166972,0.0283537167,0.0202999702,0.0156165772,0.0204704818,0.0268295238,0.0240321554,0.0263679044,0.0316452749,0.0181834821,0.0123127152,0.0167660811,0.0211116490,0.0291865612,0.0383791004,0.0189692770,0.0209732536,0.0280171368,0.0354895585,0.0295667691,0.0241661001,0.0325385866,0.0194734259,0.0226665949,0.0241746537,0.0150819072,0.0135008899,0.0268066884,0.0269890366,0.0178244080,0.0950550384,0.0286385634,0.0117819545,0.0371703898,0.0333686930,0.0208994029,0.0255113862,0.0221815208,0.0234245803,0.0108382183,0.0127789566,0.0175003849,0.0160247491,0.0305049382,0.0136819105,0.0256854297,0.0214807387,0.0288777537,0.0168228879,0.0278696756,0.0138688871,0.0174555540,0.0247573734,0.0145390985,0.0154474187,0.0197862063,0.0248254641,0.0340985183
ACAO_RAPT4,0.0440394138,0.0277755162,0.0176652451,0.0422901846,0.0597282214,0.0574523356,0.0507158240,0.0576074505,0.0576822846,0.0500899310,0.0516667766,0.0268189239,0.0372101439,0.0393669499,0.0533407476,0.0156310255,0.0192429416,0.0457712104,0.0500556439,0.0183478297,0.0301804829,0.0393390262,0.0485073104,0.0383869970,0.0620551351,0.0400670291,0.0726216818,0.0596128928,0.0269108892,0.0309279881,0.0318753603,0.0318001177,0.0363875073,0.0707036115,0.0657997036,0.0370996860,0.0396580565,0.0344178373,0.0694460891,0.0444472184,0.0503990908,0.0544213481,0.0384778031,0.0273877101,0.0720660384,0.0386537890,0.0340091141,0.0244803301,0.0376264836,0.0486752836,0.0431488208,0.0490070865,0.0665862213,0.0318830029,0.0196289232,0.0321171144,0.0397467002,0.0596519502,0.0618627651,0.0359069390,0.0313446309,0.0497911389,0.0671606320,0.0491055765,0.0666979895,0.0487014303,0.0273627557,0.0513743442,0.0528604502,0.0344539943,0.0273165533,0.0683667748,0.0548183255,0.0304458947,0.0286385634,0.1493171693,0.0281118951,0.0577011117,0.0611711421,0.0444200898,0.0472463024,0.0411467946,0.0434049941,0.0216047840,0.0209913823,0.0290719430,0.0367008244,0.0627550629,0.0268886844,0.0540958813,0.0350582441,0.0341271283,0.0378670421,0.0529278527,0.0340967378,0.0486027380,0.0651371603,0.0323279817,0.0218973401,0.0445963198,0.0313076486,0.0617625250
ACAO_RDNI3,0.0206364667,0.0114301651,0.0121237379,0.0216502778,0.0283650264,0.0271577664,0.0239951083,0.0247706646,0.0218385177,0.0212106930,0.0211034644,0.0134631352,0.0191359288,0.0206448327,0.0233559264,0.0105319086,0.0124093574,0.0215572634,0.0204718215,0.0094804394,0.0113268685,0.0167208012,0.0220495858,0.0179562666,0.0272619024,0.0210874944,0.0342456986,0.0279213561,0.0097375970,0.0159602437,0.0203910188,0.0142228994,0.0210133646,0.0362172079,0.0320861695,0.0182619881,0.0222346577,0.0159573746,0.0385648977,0.0217390030,0.0221940291,0.0253468101,0.0181423862,0.0213722812,0.0375675411,0.0187397155,0.0154374835,0.0090631087,0.0137273615,0.0194871457,0.0173816934,0.0190091634,0.0332583435,0.0155894295,0.0090918788,0.0226538818,0.0246945427,0.0274739119,0.0274227860,0.0222922220,0.0115153130,0.0223642261,0.0317715449,0.0191915387,0.0257262015,0.0210507637,0.0103272832,0.0220190372,0.0230627947,0.0200080024,0.0178561979,0.0234732760,0.0270363506,0.0178290929,0.0117819545,0.0281118951,0.1642965699,0.0236052315,0.0263224411,0.0253515793,0.0173049166,0.0193588965,0.0199141738,0.0139594365,0.0123683166,0.0154034240,0.0226994311,0.0342527306,0.0156421539,0.0258055531,0.0159442555,0.0168908285,0.0223902811,0.0296046796,0.0188056409,0.0236177965,0.0303221934,0.0176790183,0.0116007822,0.0185143866,0.0133416051,0.0247258834
ACAO_RENT3,0.0404295510,0.0278946548,0.0159314216,0.0485513278,0.0601137568,0.0549999605,0.0481415858,0.0618905973,0.0531342531,0.0507348597,0.0509877840,0.0284879715,0.0333060957,0.0418909851,0.0500580016,0.0139520186,0.0164833745,0.0399001091,0.0454190861,0.0176022562,0.0320611086,0.0366026315,0.0544614389,0.0356215197,0.0579681980,0.0334246394,0.0730038510,0.0639644845,0.0272527992,0.0299165159,0.0387552910,0.0362078716,0.0279575371,0.0658381202,0.0690204512,0.0326445076,0.0349301875,0.0373881973,0.0679082031,0.0405426701,0.0446983626,0.0465729157,0.0387009105,0.0226165550,0.0679970785,0.0451173793,0.0312249455,0.0244922006,0.0364132329,0.0469550562,0.0416505052,0.0465124182,0.0604209230,0.0289834190,0.0194668149,0.0247042401,0.0455921617,0.0542513711,0.0708875314,0.0362185526,0.0334190030,0.0545406432,0.0761588253,0.0544313799,0.0460816855,0.0546726677,0.0301084805,0.0469745390,0.0490497674,0.0311765018,0.0255816181,0.0485276965,0.0512993522,0.0315390768,0.0371703898,0.0577011117,0.0236052315,0.1289916635,0.0635645313,0.0377269470,0.0458398015,0.0396865164,0.0438882793,0.0189663612,0.0192430622,0.0313707037,0.0329775868,0.0631852802,0.0248109172,0.0514156171,0.0335275719,0.0435304489,0.0402857627,0.0536260644,0.0285636061,0.0454695419,0.0550903418,0.0300846132,0.0237132006,0.0366495618,0.0313496061,0.0662714711
ACAO_RIAA3,0.0399869498,0.0282100816,0.0202862475,0.0579424437,0.0777133206,0.0525392540,0.0466639716,0.0578768765,0.0464733605,0.0447570647,0.0459795908,0.0293249949,0.0292247879,0.0371374704,0.0458102962,0.0160774635,0.0205234139,0.0394662483,0.0422788446,0.0184661104,0.0314727269,0.0370261346,0.0517404652,0.0387903925,0.0541551540,0.0386731790,0.0748017393,0.0623195779,0.0244476313,0.0345035112,0.0414807741,0.0348508521,0.0345491061,0.0706591803,0.0757567483,0.0302346898,0.0318506137,0.0367558314,0.0797697599,0.0382173306,0.0400622674,0.0428298184,0.0448339194,0.0316757199,0.0831133559,0.0391575351,0.0324296002,0.0234097903,0.0331383877,0.0429413457,0.0394484976,0.0428196053,0.0669435578,0.0312131364,0.0168026577,0.0222933883,0.0492282559,0.0632751715,0.0778375711,0.0326871773,0.0345133252,0.0484277960,0.0761814742,0.0514244892,0.0473242190,0.0565365215,0.0284105486,0.0372028357,0.0384790253,0.0392997335,0.0353635691,0.0519300497,0.0682286029,0.0303902140,0.0333686930,0.0611711421,0.0263224411,0.0635645313,0.1734380631,0.0484826984,0.0429882114,0.0402540811,0.0401634405,0.0260948249,0.0197542489,0.0319247860,0.0338078509,0.0728860748,0.0295293007,0.0580514092,0.0306598593,0.0430066855,0.0463748074,0.0677743100,0.0305066489,0.0455434072,0.0533394526,0.0249126100,0.0236954967,0.0444316101,0.0267102278,0.0727581581
